date,city,state,victim_age,victim_gender,offense_type,weapon,description,reported_by,arrest,domestic,id,Date,City,State,Offense_Type,Weapon,Victim_Gender,Arrest,Domestic
2022-01-28 18:02:00,Mumbai,Maharashtra,41.0,Male,Murder,,Description 201,Officer 201,False,No,201.0,,,,,,,,
2023-01-11 16:22:00,Ahmedabad,Karnataka,51.0,Male,Robbery,,Description 202,Officer 202,True,No,202.0,,,,,,,,
2020-09-02 13:02:00,Jaipur,Rajasthan,50.0,Male,Robbery,Hand,Description 203,Officer 203,False,No,203.0,,,,,,,,
2021-10-08 06:37:00,Chennai,Rajasthan,55.0,Female,Domestic Violence,Knife,Description 204,Officer 204,True,Yes,204.0,,,,,,,,
2022-09-25 07:54:00,Lucknow,Rajasthan,57.0,Male,Robbery,Knife,Description 205,Officer 205,True,Yes,205.0,,,,,,,,
2020-11-08 21:50:00,Hyderabad,Rajasthan,26.0,Other,Murder,Hand,Description 206,Officer 206,True,No,206.0,,,,,,,,
2022-09-21 10:35:00,Lucknow,Uttar Pradesh,21.0,Male,Other,Stick,Description 207,Officer 207,False,No,207.0,,,,,,,,
2021-12-26 18:09:00,Jaipur,West Bengal,36.0,Other,Homicide,Stick,Description 208,Officer 208,True,Yes,208.0,,,,,,,,
2022-11-07 21:40:00,Pune,Rajasthan,21.0,Female,Assault,Knife,Description 209,Officer 209,True,No,209.0,,,,,,,,
2023-09-01 03:28:00,Ahmedabad,Karnataka,29.0,Male,Robbery,Stick,Description 210,Officer 210,True,No,210.0,,,,,,,,
2023-06-30 18:19:00,Kolkata,Delhi,52.0,Other,Murder,,Description 211,Officer 211,True,No,211.0,,,,,,,,
2020-12-29 03:19:00,Mumbai,Delhi,31.0,Other,Robbery,Stick,Description 212,Officer 212,True,No,212.0,,,,,,,,
2020-08-20 20:40:00,Kolkata,West Bengal,55.0,Male,Sexual Assault,,Description 213,Officer 213,False,Yes,213.0,,,,,,,,
2023-12-17 11:32:00,Mumbai,Rajasthan,43.0,Male,Robbery,Knife,Description 214,Officer 214,True,Yes,214.0,,,,,,,,
2022-12-10 11:25:00,Mumbai,Delhi,34.0,Other,Homicide,Stick,Description 215,Officer 215,True,Yes,215.0,,,,,,,,
2021-11-04 21:47:00,Delhi,Delhi,55.0,Female,Other,Gun,Description 216,Officer 216,True,No,216.0,,,,,,,,
2020-05-22 18:27:00,Ahmedabad,Tamil Nadu,25.0,Female,Homicide,Gun,Description 217,Officer 217,False,Yes,217.0,,,,,,,,
2023-01-11 18:02:00,Jaipur,Uttar Pradesh,43.0,Female,Murder,Gun,Description 218,Officer 218,False,No,218.0,,,,,,,,
2022-05-16 10:21:00,Delhi,Uttar Pradesh,38.0,Female,Assault,Knife,Description 219,Officer 219,True,Yes,219.0,,,,,,,,
2020-06-04 13:41:00,Lucknow,Telangana,49.0,Male,Robbery,Hand,Description 220,Officer 220,False,No,220.0,,,,,,,,
2020-11-29 03:06:00,Ahmedabad,West Bengal,53.0,Female,Murder,Hand,Description 221,Officer 221,False,No,221.0,,,,,,,,
2023-10-18 12:38:00,Kolkata,Maharashtra,18.0,Other,Homicide,Gun,Description 222,Officer 222,False,Yes,222.0,,,,,,,,
2020-04-08 10:17:00,Lucknow,Gujarat,21.0,Other,Sexual Assault,Hand,Description 223,Officer 223,False,Yes,223.0,,,,,,,,
2021-07-01 19:11:00,Chennai,Karnataka,21.0,Female,Other,Knife,Description 224,Officer 224,True,Yes,224.0,,,,,,,,
2022-05-25 23:50:00,Mumbai,Delhi,25.0,Male,Other,Stick,Description 225,Officer 225,True,No,225.0,,,,,,,,
2022-03-23 03:33:00,Jaipur,Maharashtra,34.0,Female,Robbery,Hand,Description 226,Officer 226,True,No,226.0,,,,,,,,
2022-04-08 16:12:00,Pune,Delhi,47.0,Female,Assault,,Description 227,Officer 227,True,No,227.0,,,,,,,,
2020-02-14 05:35:00,Jaipur,Karnataka,51.0,Male,Assault,,Description 228,Officer 228,False,No,228.0,,,,,,,,
2023-03-13 08:08:00,Bangalore,West Bengal,60.0,Other,Assault,Gun,Description 229,Officer 229,False,No,229.0,,,,,,,,
2021-05-08 23:14:00,Kolkata,Karnataka,35.0,Female,Murder,,Description 230,Officer 230,True,Yes,230.0,,,,,,,,
2022-09-01 01:09:00,Hyderabad,Uttar Pradesh,30.0,Female,Other,Stick,Description 231,Officer 231,True,Yes,231.0,,,,,,,,
2020-06-02 21:01:00,Ahmedabad,Uttar Pradesh,36.0,Other,Homicide,Stick,Description 232,Officer 232,False,Yes,232.0,,,,,,,,
2021-06-18 09:51:00,Pune,Rajasthan,52.0,Other,Murder,Hand,Description 233,Officer 233,True,No,233.0,,,,,,,,
2023-12-11 04:26:00,Hyderabad,Telangana,37.0,Female,Domestic Violence,Stick,Description 234,Officer 234,False,Yes,234.0,,,,,,,,
2022-08-22 00:15:00,Hyderabad,Rajasthan,21.0,Female,Assault,Knife,Description 235,Officer 235,True,Yes,235.0,,,,,,,,
2021-07-25 03:39:00,Hyderabad,Tamil Nadu,25.0,Male,Robbery,,Description 236,Officer 236,False,Yes,236.0,,,,,,,,
2022-07-29 23:28:00,Jaipur,Rajasthan,39.0,Female,Other,Stick,Description 237,Officer 237,True,No,237.0,,,,,,,,
2020-11-30 10:46:00,Bangalore,West Bengal,32.0,Female,Robbery,Knife,Description 238,Officer 238,False,No,238.0,,,,,,,,
2023-07-12 17:01:00,Mumbai,Rajasthan,44.0,Female,Sexual Assault,Hand,Description 239,Officer 239,False,Yes,239.0,,,,,,,,
2022-07-11 21:46:00,Lucknow,Gujarat,51.0,Male,Assault,Gun,Description 240,Officer 240,True,No,240.0,,,,,,,,
2021-01-21 20:14:00,Bangalore,Tamil Nadu,50.0,Male,Assault,Stick,Description 241,Officer 241,False,No,241.0,,,,,,,,
2022-05-06 22:27:00,Mumbai,Delhi,54.0,Female,Homicide,Gun,Description 242,Officer 242,True,Yes,242.0,,,,,,,,
2022-09-24 13:38:00,Bangalore,Delhi,57.0,Male,Homicide,Knife,Description 243,Officer 243,True,No,243.0,,,,,,,,
2023-05-13 03:17:00,Mumbai,Maharashtra,28.0,Other,Assault,Hand,Description 244,Officer 244,True,No,244.0,,,,,,,,
2022-09-11 05:40:00,Jaipur,Delhi,45.0,Female,Murder,Hand,Description 245,Officer 245,False,Yes,245.0,,,,,,,,
2022-10-07 18:55:00,Lucknow,Karnataka,52.0,Male,Sexual Assault,,Description 246,Officer 246,True,Yes,246.0,,,,,,,,
2023-10-02 11:42:00,Kolkata,West Bengal,26.0,Female,Other,Stick,Description 247,Officer 247,False,Yes,247.0,,,,,,,,
2023-04-01 23:42:00,Bangalore,Gujarat,38.0,Male,Domestic Violence,Knife,Description 248,Officer 248,False,No,248.0,,,,,,,,
2022-07-29 08:18:00,Hyderabad,Gujarat,60.0,Other,Assault,,Description 249,Officer 249,False,Yes,249.0,,,,,,,,
2020-01-03 10:31:00,Pune,Maharashtra,22.0,Other,Sexual Assault,Hand,Description 250,Officer 250,True,Yes,250.0,,,,,,,,
2023-07-13 10:55:00,Bangalore,Delhi,54.0,Male,Sexual Assault,Hand,Description 251,Officer 251,True,Yes,251.0,,,,,,,,
2020-12-01 03:36:00,Delhi,Rajasthan,31.0,Other,Assault,Knife,Description 252,Officer 252,True,Yes,252.0,,,,,,,,
2020-11-28 13:02:00,Bangalore,Gujarat,58.0,Female,Robbery,Hand,Description 253,Officer 253,False,No,253.0,,,,,,,,
2024-01-14 03:49:00,Hyderabad,West Bengal,60.0,Male,Other,Knife,Description 254,Officer 254,False,Yes,254.0,,,,,,,,
2022-07-04 05:23:00,Delhi,Rajasthan,26.0,Male,Homicide,Gun,Description 255,Officer 255,False,Yes,255.0,,,,,,,,
2020-04-24 03:21:00,Hyderabad,Maharashtra,29.0,Female,Robbery,Gun,Description 256,Officer 256,True,Yes,256.0,,,,,,,,
2022-09-13 22:17:00,Pune,West Bengal,30.0,Female,Murder,Hand,Description 257,Officer 257,False,No,257.0,,,,,,,,
2021-06-21 12:56:00,Ahmedabad,Telangana,24.0,Male,Other,Gun,Description 258,Officer 258,False,No,258.0,,,,,,,,
2021-10-21 03:33:00,Chennai,Karnataka,43.0,Other,Murder,Stick,Description 259,Officer 259,True,Yes,259.0,,,,,,,,
2022-12-16 23:17:00,Kolkata,Rajasthan,31.0,Male,Homicide,Knife,Description 260,Officer 260,False,Yes,260.0,,,,,,,,
2022-01-22 02:01:00,Bangalore,Maharashtra,27.0,Other,Sexual Assault,Gun,Description 261,Officer 261,True,No,261.0,,,,,,,,
2024-02-08 02:07:00,Hyderabad,West Bengal,35.0,Male,Domestic Violence,Gun,Description 262,Officer 262,True,Yes,262.0,,,,,,,,
2020-12-16 05:24:00,Pune,Telangana,59.0,Other,Homicide,Stick,Description 263,Officer 263,False,Yes,263.0,,,,,,,,
2022-11-26 23:05:00,Jaipur,Telangana,24.0,Other,Domestic Violence,Hand,Description 264,Officer 264,False,Yes,264.0,,,,,,,,
2021-03-02 02:28:00,Kolkata,Uttar Pradesh,33.0,Male,Robbery,Stick,Description 265,Officer 265,False,Yes,265.0,,,,,,,,
2023-12-12 07:51:00,Bangalore,Rajasthan,26.0,Male,Robbery,Hand,Description 266,Officer 266,True,Yes,266.0,,,,,,,,
2022-09-22 18:18:00,Delhi,Delhi,43.0,Female,Robbery,Knife,Description 267,Officer 267,False,No,267.0,,,,,,,,
2022-11-03 18:30:00,Hyderabad,Rajasthan,43.0,Other,Murder,Gun,Description 268,Officer 268,False,No,268.0,,,,,,,,
2021-10-14 17:53:00,Pune,Maharashtra,43.0,Male,Domestic Violence,Gun,Description 269,Officer 269,False,Yes,269.0,,,,,,,,
2023-09-29 10:08:00,Delhi,Rajasthan,41.0,Other,Assault,Hand,Description 270,Officer 270,True,Yes,270.0,,,,,,,,
2020-03-02 19:50:00,Bangalore,Tamil Nadu,26.0,Other,Homicide,Knife,Description 271,Officer 271,False,Yes,271.0,,,,,,,,
2022-05-08 16:22:00,Bangalore,Telangana,24.0,Male,Sexual Assault,Gun,Description 272,Officer 272,True,No,272.0,,,,,,,,
2023-04-07 11:13:00,Bangalore,Telangana,37.0,Male,Domestic Violence,Stick,Description 273,Officer 273,True,No,273.0,,,,,,,,
2023-03-20 05:20:00,Mumbai,Gujarat,34.0,Female,Other,Knife,Description 274,Officer 274,True,Yes,274.0,,,,,,,,
2022-12-24 21:36:00,Delhi,Telangana,28.0,Male,Murder,Hand,Description 275,Officer 275,False,Yes,275.0,,,,,,,,
2020-11-14 22:51:00,Bangalore,Uttar Pradesh,40.0,Other,Robbery,Stick,Description 276,Officer 276,False,Yes,276.0,,,,,,,,
2023-09-03 04:23:00,Hyderabad,West Bengal,36.0,Other,Sexual Assault,Stick,Description 277,Officer 277,True,No,277.0,,,,,,,,
2020-02-20 15:50:00,Delhi,Karnataka,19.0,Male,Assault,Stick,Description 278,Officer 278,True,Yes,278.0,,,,,,,,
2022-03-20 01:46:00,Delhi,Karnataka,52.0,Male,Sexual Assault,,Description 279,Officer 279,True,Yes,279.0,,,,,,,,
2023-02-22 17:00:00,Mumbai,Uttar Pradesh,32.0,Female,Murder,Gun,Description 280,Officer 280,False,No,280.0,,,,,,,,
2022-08-08 00:44:00,Lucknow,Gujarat,45.0,Female,Murder,Hand,Description 281,Officer 281,True,No,281.0,,,,,,,,
2023-11-26 00:02:00,Delhi,Maharashtra,53.0,Other,Other,,Description 282,Officer 282,False,Yes,282.0,,,,,,,,
2020-04-19 03:10:00,Chennai,Telangana,29.0,Other,Domestic Violence,Gun,Description 283,Officer 283,False,Yes,283.0,,,,,,,,
2022-01-03 15:03:00,Jaipur,Maharashtra,54.0,Male,Homicide,Gun,Description 284,Officer 284,True,Yes,284.0,,,,,,,,
2022-09-11 20:49:00,Mumbai,Rajasthan,36.0,Other,Other,Hand,Description 285,Officer 285,False,Yes,285.0,,,,,,,,
2022-07-22 23:02:00,Bangalore,West Bengal,55.0,Male,Homicide,Knife,Description 286,Officer 286,True,No,286.0,,,,,,,,
2020-11-23 09:22:00,Delhi,Gujarat,30.0,Other,Domestic Violence,,Description 287,Officer 287,True,No,287.0,,,,,,,,
2021-03-23 07:08:00,Ahmedabad,Uttar Pradesh,41.0,Female,Homicide,,Description 288,Officer 288,False,No,288.0,,,,,,,,
2022-05-29 04:47:00,Kolkata,Telangana,30.0,Female,Homicide,Hand,Description 289,Officer 289,False,No,289.0,,,,,,,,
2020-04-22 07:01:00,Bangalore,Tamil Nadu,27.0,Other,Assault,Knife,Description 290,Officer 290,False,No,290.0,,,,,,,,
2020-08-11 01:24:00,Bangalore,Tamil Nadu,46.0,Other,Homicide,,Description 291,Officer 291,True,No,291.0,,,,,,,,
2022-04-22 22:01:00,Jaipur,Uttar Pradesh,56.0,Male,Murder,Stick,Description 292,Officer 292,True,No,292.0,,,,,,,,
2020-10-03 04:52:00,Kolkata,West Bengal,51.0,Other,Assault,Gun,Description 293,Officer 293,False,Yes,293.0,,,,,,,,
2023-10-19 07:24:00,Mumbai,Delhi,21.0,Male,Other,,Description 294,Officer 294,False,No,294.0,,,,,,,,
2020-07-27 05:32:00,Delhi,Telangana,50.0,Other,Homicide,Gun,Description 295,Officer 295,True,No,295.0,,,,,,,,
2023-03-08 10:47:00,Pune,Tamil Nadu,26.0,Female,Other,,Description 296,Officer 296,False,Yes,296.0,,,,,,,,
2020-07-19 22:06:00,Bangalore,West Bengal,53.0,Male,Robbery,,Description 297,Officer 297,True,Yes,297.0,,,,,,,,
2023-06-20 07:03:00,Lucknow,Maharashtra,38.0,Male,Robbery,Stick,Description 298,Officer 298,True,No,298.0,,,,,,,,
2023-08-06 06:40:00,Jaipur,Rajasthan,45.0,Other,Other,Stick,Description 299,Officer 299,True,No,299.0,,,,,,,,
2022-09-23 15:25:00,Hyderabad,Gujarat,28.0,Male,Domestic Violence,Hand,Description 300,Officer 300,False,No,300.0,,,,,,,,
2022-06-08 16:05:00,Kolkata,Telangana,35.0,Female,Assault,Gun,Description 301,Officer 301,False,No,301.0,,,,,,,,
2022-05-29 21:08:00,Lucknow,Maharashtra,54.0,Other,Assault,Hand,Description 302,Officer 302,True,Yes,302.0,,,,,,,,
2020-05-23 22:05:00,Hyderabad,Delhi,43.0,Other,Sexual Assault,Hand,Description 303,Officer 303,True,Yes,303.0,,,,,,,,
2022-09-03 12:45:00,Bangalore,Telangana,48.0,Female,Sexual Assault,Hand,Description 304,Officer 304,False,Yes,304.0,,,,,,,,
2021-05-28 13:54:00,Kolkata,Karnataka,40.0,Male,Murder,Knife,Description 305,Officer 305,True,No,305.0,,,,,,,,
2022-10-02 21:25:00,Chennai,Rajasthan,56.0,Other,Sexual Assault,Knife,Description 306,Officer 306,True,No,306.0,,,,,,,,
2021-01-03 04:22:00,Kolkata,Gujarat,25.0,Male,Other,Gun,Description 307,Officer 307,False,Yes,307.0,,,,,,,,
2021-10-18 20:42:00,Bangalore,Telangana,29.0,Other,Other,Gun,Description 308,Officer 308,False,Yes,308.0,,,,,,,,
2022-02-22 17:35:00,Lucknow,Karnataka,54.0,Other,Assault,Stick,Description 309,Officer 309,True,No,309.0,,,,,,,,
2023-10-13 00:31:00,Chennai,Rajasthan,39.0,Male,Domestic Violence,Gun,Description 310,Officer 310,False,Yes,310.0,,,,,,,,
2020-12-14 07:58:00,Lucknow,Maharashtra,44.0,Other,Sexual Assault,Gun,Description 311,Officer 311,True,Yes,311.0,,,,,,,,
2021-05-22 15:30:00,Bangalore,Delhi,30.0,Male,Assault,Stick,Description 312,Officer 312,False,Yes,312.0,,,,,,,,
2021-09-19 08:38:00,Hyderabad,Karnataka,18.0,Male,Domestic Violence,Stick,Description 313,Officer 313,True,No,313.0,,,,,,,,
2021-05-31 01:05:00,Pune,Delhi,28.0,Female,Robbery,Gun,Description 314,Officer 314,True,Yes,314.0,,,,,,,,
2023-09-21 23:01:00,Ahmedabad,Delhi,60.0,Male,Murder,Gun,Description 315,Officer 315,True,No,315.0,,,,,,,,
2021-01-03 10:53:00,Mumbai,Delhi,26.0,Female,Other,Stick,Description 316,Officer 316,True,No,316.0,,,,,,,,
2023-04-12 11:30:00,Pune,Gujarat,22.0,Female,Sexual Assault,Gun,Description 317,Officer 317,True,No,317.0,,,,,,,,
2023-05-14 13:05:00,Hyderabad,Karnataka,43.0,Female,Domestic Violence,Stick,Description 318,Officer 318,True,Yes,318.0,,,,,,,,
2022-09-14 01:02:00,Pune,Delhi,32.0,Other,Domestic Violence,Gun,Description 319,Officer 319,True,No,319.0,,,,,,,,
2021-10-08 17:24:00,Pune,Gujarat,24.0,Other,Sexual Assault,Stick,Description 320,Officer 320,False,No,320.0,,,,,,,,
2020-01-13 05:23:00,Bangalore,Tamil Nadu,50.0,Male,Robbery,,Description 321,Officer 321,True,Yes,321.0,,,,,,,,
2023-10-20 12:06:00,Pune,West Bengal,42.0,Other,Other,Gun,Description 322,Officer 322,True,No,322.0,,,,,,,,
2023-02-01 21:13:00,Delhi,Gujarat,38.0,Other,Robbery,Gun,Description 323,Officer 323,True,Yes,323.0,,,,,,,,
2022-11-28 19:16:00,Ahmedabad,Telangana,45.0,Female,Homicide,Hand,Description 324,Officer 324,False,Yes,324.0,,,,,,,,
2021-11-29 15:00:00,Lucknow,Tamil Nadu,42.0,Male,Domestic Violence,Stick,Description 325,Officer 325,False,Yes,325.0,,,,,,,,
2023-04-29 00:32:00,Pune,Tamil Nadu,27.0,Female,Other,Hand,Description 326,Officer 326,True,Yes,326.0,,,,,,,,
2022-05-09 04:08:00,Hyderabad,Uttar Pradesh,45.0,Other,Robbery,Stick,Description 327,Officer 327,True,No,327.0,,,,,,,,
2023-03-24 21:00:00,Pune,Uttar Pradesh,48.0,Male,Other,Stick,Description 328,Officer 328,True,Yes,328.0,,,,,,,,
2022-04-30 01:43:00,Chennai,Karnataka,22.0,Other,Sexual Assault,Stick,Description 329,Officer 329,True,Yes,329.0,,,,,,,,
2023-11-06 10:18:00,Jaipur,West Bengal,34.0,Female,Assault,Knife,Description 330,Officer 330,False,Yes,330.0,,,,,,,,
2024-02-05 14:04:00,Ahmedabad,Gujarat,42.0,Other,Sexual Assault,,Description 331,Officer 331,False,Yes,331.0,,,,,,,,
2023-04-01 21:37:00,Pune,Rajasthan,22.0,Female,Sexual Assault,Stick,Description 332,Officer 332,True,Yes,332.0,,,,,,,,
2023-12-28 05:00:00,Jaipur,Uttar Pradesh,45.0,Female,Murder,Hand,Description 333,Officer 333,False,Yes,333.0,,,,,,,,
2020-11-02 09:21:00,Mumbai,West Bengal,49.0,Female,Domestic Violence,Knife,Description 334,Officer 334,True,No,334.0,,,,,,,,
2021-10-22 22:59:00,Lucknow,Karnataka,55.0,Male,Domestic Violence,Hand,Description 335,Officer 335,True,Yes,335.0,,,,,,,,
2020-09-06 08:25:00,Delhi,Delhi,24.0,Female,Assault,Knife,Description 336,Officer 336,True,No,336.0,,,,,,,,
2020-06-03 07:12:00,Lucknow,Rajasthan,22.0,Female,Robbery,Knife,Description 337,Officer 337,False,No,337.0,,,,,,,,
2024-02-02 08:53:00,Bangalore,Karnataka,24.0,Female,Domestic Violence,Knife,Description 338,Officer 338,True,No,338.0,,,,,,,,
2021-08-01 19:11:00,Ahmedabad,West Bengal,27.0,Male,Sexual Assault,Knife,Description 339,Officer 339,True,No,339.0,,,,,,,,
2020-10-05 18:22:00,Hyderabad,Telangana,36.0,Female,Sexual Assault,Hand,Description 340,Officer 340,True,No,340.0,,,,,,,,
2023-09-29 10:41:00,Jaipur,Tamil Nadu,25.0,Other,Domestic Violence,Stick,Description 341,Officer 341,False,Yes,341.0,,,,,,,,
2020-05-26 22:22:00,Pune,Telangana,40.0,Female,Other,Gun,Description 342,Officer 342,False,Yes,342.0,,,,,,,,
2023-02-06 12:23:00,Mumbai,West Bengal,33.0,Male,Assault,Stick,Description 343,Officer 343,True,Yes,343.0,,,,,,,,
2021-06-14 21:34:00,Pune,Gujarat,53.0,Other,Sexual Assault,Knife,Description 344,Officer 344,False,Yes,344.0,,,,,,,,
2022-07-20 13:48:00,Mumbai,Maharashtra,25.0,Other,Other,,Description 345,Officer 345,False,No,345.0,,,,,,,,
2023-09-18 21:17:00,Jaipur,Rajasthan,33.0,Other,Robbery,Stick,Description 346,Officer 346,True,No,346.0,,,,,,,,
2022-06-28 22:39:00,Chennai,Telangana,60.0,Other,Murder,Gun,Description 347,Officer 347,True,Yes,347.0,,,,,,,,
2021-03-27 07:53:00,Mumbai,Karnataka,55.0,Female,Sexual Assault,Gun,Description 348,Officer 348,False,No,348.0,,,,,,,,
2021-10-28 04:03:00,Jaipur,Telangana,55.0,Other,Domestic Violence,,Description 349,Officer 349,False,No,349.0,,,,,,,,
2022-06-07 03:44:00,Delhi,Rajasthan,34.0,Other,Other,Gun,Description 350,Officer 350,True,No,350.0,,,,,,,,
2021-02-06 11:52:00,Pune,Rajasthan,39.0,Male,Homicide,,Description 351,Officer 351,True,Yes,351.0,,,,,,,,
2022-06-27 04:59:00,Bangalore,Telangana,43.0,Other,Domestic Violence,Knife,Description 352,Officer 352,True,No,352.0,,,,,,,,
2023-09-09 06:14:00,Ahmedabad,Uttar Pradesh,58.0,Male,Domestic Violence,Stick,Description 353,Officer 353,True,No,353.0,,,,,,,,
2020-03-29 03:36:00,Delhi,Uttar Pradesh,51.0,Other,Other,Stick,Description 354,Officer 354,True,Yes,354.0,,,,,,,,
2023-07-04 16:57:00,Bangalore,Tamil Nadu,41.0,Female,Murder,Knife,Description 355,Officer 355,False,No,355.0,,,,,,,,
2022-04-08 01:04:00,Delhi,Uttar Pradesh,38.0,Other,Sexual Assault,,Description 356,Officer 356,False,No,356.0,,,,,,,,
2021-09-16 01:07:00,Jaipur,Uttar Pradesh,29.0,Female,Homicide,,Description 357,Officer 357,True,No,357.0,,,,,,,,
2021-06-14 03:05:00,Jaipur,Tamil Nadu,23.0,Male,Domestic Violence,,Description 358,Officer 358,True,Yes,358.0,,,,,,,,
2020-07-31 04:01:00,Bangalore,Gujarat,25.0,Female,Sexual Assault,Hand,Description 359,Officer 359,False,No,359.0,,,,,,,,
2021-09-19 03:51:00,Delhi,Uttar Pradesh,59.0,Other,Robbery,Stick,Description 360,Officer 360,False,No,360.0,,,,,,,,
2023-09-26 11:54:00,Delhi,Delhi,19.0,Male,Assault,,Description 361,Officer 361,False,Yes,361.0,,,,,,,,
2021-08-23 14:39:00,Chennai,Gujarat,30.0,Male,Robbery,Hand,Description 362,Officer 362,True,No,362.0,,,,,,,,
2020-08-22 16:16:00,Lucknow,Karnataka,27.0,Female,Domestic Violence,Stick,Description 363,Officer 363,True,No,363.0,,,,,,,,
2022-04-25 20:47:00,Jaipur,Delhi,33.0,Female,Other,,Description 364,Officer 364,False,Yes,364.0,,,,,,,,
2023-06-14 11:33:00,Pune,Uttar Pradesh,21.0,Male,Homicide,Knife,Description 365,Officer 365,True,No,365.0,,,,,,,,
2020-03-03 22:46:00,Chennai,Karnataka,56.0,Other,Assault,Stick,Description 366,Officer 366,True,Yes,366.0,,,,,,,,
2023-05-22 06:21:00,Chennai,West Bengal,34.0,Male,Robbery,Gun,Description 367,Officer 367,False,No,367.0,,,,,,,,
2021-03-04 10:53:00,Hyderabad,Tamil Nadu,47.0,Male,Domestic Violence,Stick,Description 368,Officer 368,True,No,368.0,,,,,,,,
2023-07-23 16:30:00,Ahmedabad,Karnataka,48.0,Female,Other,Hand,Description 369,Officer 369,False,Yes,369.0,,,,,,,,
2022-03-23 14:01:00,Jaipur,Rajasthan,33.0,Other,Homicide,Knife,Description 370,Officer 370,False,Yes,370.0,,,,,,,,
2021-11-28 13:17:00,Mumbai,Tamil Nadu,47.0,Male,Domestic Violence,Hand,Description 371,Officer 371,False,No,371.0,,,,,,,,
2021-01-23 21:24:00,Jaipur,Telangana,44.0,Male,Murder,,Description 372,Officer 372,False,No,372.0,,,,,,,,
2023-10-25 19:40:00,Delhi,Delhi,59.0,Male,Other,Hand,Description 373,Officer 373,False,Yes,373.0,,,,,,,,
2021-05-17 17:18:00,Delhi,Rajasthan,44.0,Female,Sexual Assault,,Description 374,Officer 374,False,No,374.0,,,,,,,,
2022-02-10 18:06:00,Hyderabad,Maharashtra,22.0,Other,Robbery,Stick,Description 375,Officer 375,False,No,375.0,,,,,,,,
2022-04-14 20:10:00,Bangalore,Telangana,35.0,Male,Murder,,Description 376,Officer 376,False,Yes,376.0,,,,,,,,
2022-07-15 22:12:00,Chennai,West Bengal,50.0,Female,Murder,Knife,Description 377,Officer 377,True,No,377.0,,,,,,,,
2023-02-14 19:30:00,Hyderabad,West Bengal,36.0,Other,Sexual Assault,Hand,Description 378,Officer 378,False,No,378.0,,,,,,,,
2022-12-22 07:46:00,Chennai,Gujarat,18.0,Other,Other,Knife,Description 379,Officer 379,True,No,379.0,,,,,,,,
2021-05-28 01:45:00,Pune,Maharashtra,46.0,Female,Domestic Violence,Gun,Description 380,Officer 380,True,Yes,380.0,,,,,,,,
2022-05-02 06:47:00,Bangalore,Tamil Nadu,21.0,Female,Other,,Description 381,Officer 381,True,Yes,381.0,,,,,,,,
2021-08-17 02:19:00,Hyderabad,Tamil Nadu,19.0,Other,Homicide,Hand,Description 382,Officer 382,False,No,382.0,,,,,,,,
2020-04-30 13:43:00,Hyderabad,Tamil Nadu,30.0,Male,Robbery,Knife,Description 383,Officer 383,True,Yes,383.0,,,,,,,,
2021-12-25 11:51:00,Hyderabad,Tamil Nadu,44.0,Male,Homicide,Hand,Description 384,Officer 384,True,No,384.0,,,,,,,,
2020-09-03 20:34:00,Lucknow,Delhi,32.0,Female,Domestic Violence,,Description 385,Officer 385,False,No,385.0,,,,,,,,
2022-08-24 22:59:00,Chennai,Delhi,19.0,Female,Homicide,Knife,Description 386,Officer 386,False,No,386.0,,,,,,,,
2021-09-25 17:13:00,Pune,Telangana,54.0,Other,Robbery,Hand,Description 387,Officer 387,False,No,387.0,,,,,,,,
2021-11-20 18:19:00,Chennai,Rajasthan,37.0,Female,Homicide,,Description 388,Officer 388,False,No,388.0,,,,,,,,
2020-02-29 21:30:00,Delhi,Rajasthan,33.0,Male,Assault,Knife,Description 389,Officer 389,True,Yes,389.0,,,,,,,,
2023-04-26 16:26:00,Jaipur,Maharashtra,39.0,Other,Assault,,Description 390,Officer 390,False,No,390.0,,,,,,,,
2020-06-10 06:11:00,Lucknow,West Bengal,23.0,Other,Assault,Gun,Description 391,Officer 391,False,No,391.0,,,,,,,,
2020-09-04 11:58:00,Bangalore,Delhi,37.0,Female,Sexual Assault,Hand,Description 392,Officer 392,True,No,392.0,,,,,,,,
2020-06-24 05:59:00,Kolkata,Uttar Pradesh,25.0,Other,Homicide,,Description 393,Officer 393,False,Yes,393.0,,,,,,,,
2024-01-09 13:24:00,Pune,Telangana,58.0,Other,Murder,Stick,Description 394,Officer 394,False,No,394.0,,,,,,,,
2023-01-28 19:20:00,Pune,Maharashtra,55.0,Male,Homicide,Knife,Description 395,Officer 395,True,Yes,395.0,,,,,,,,
2022-10-10 04:03:00,Chennai,Gujarat,39.0,Other,Homicide,Gun,Description 396,Officer 396,True,No,396.0,,,,,,,,
2022-01-07 15:25:00,Ahmedabad,West Bengal,35.0,Female,Domestic Violence,Knife,Description 397,Officer 397,True,No,397.0,,,,,,,,
2022-06-21 19:51:00,Bangalore,Uttar Pradesh,38.0,Female,Assault,Knife,Description 398,Officer 398,True,Yes,398.0,,,,,,,,
2021-10-29 13:37:00,Bangalore,Gujarat,18.0,Female,Domestic Violence,Gun,Description 399,Officer 399,True,No,399.0,,,,,,,,
2020-02-18 18:24:00,Hyderabad,Tamil Nadu,43.0,Other,Sexual Assault,,Description 400,Officer 400,True,Yes,400.0,,,,,,,,
